region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2015-03-15,16:07:00,0,0.15,0,0.15,0.15,0,15,March,13.5,0,4.6,8.2,41.65,-8.21666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,agriculture,2015-03-15,16:47:00,0,0,0.05,0,0.05,0,15,March,13.5,0,4.6,8.2,41.7166666666667,-8.78333333333333
Beira Litoral,Coimbra,Condeixa-a-Nova,agriculture,2015-03-15,19:18:00,0,0,0.001,0,0.001,0,15,March,17.1,0,5.7,10.4,40.05,-8.43333333333333
Alentejo,Portalegre,Ponte de Sor,agriculture,2015-03-15,12:29:00,0,0,0.2431,0,0.2431,0,15,March,17.7,0,4.3,10.1,39.2666666666667,-8
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-05-23,01:49:00,5.5,0.5,0,6,6,1,23,May,24.5,0,8.2,16.7,41.7166666666667,-8.53333333333333
Tras-dos-Montes,Bragança,Mirandela,fire,2015-05-23,13:27:00,0,1.9,0,1.9,1.9,0,23,May,22.8,0,5.2,14.5,41.65,-7.15
Ribatejo e Oeste,Santarém,Abrantes,firepit,2015-05-23,16:28:00,0.3,0.078,0,0.378,0.378,1,23,May,26.3,0,12.5,18.3,39.6111111111111,-8.20833333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-05-23,18:01:00,0,0.005,0,0.005,0.005,0,23,May,24.5,0,8.2,16.7,41.7166666666667,-8.53333333333333
Entre Douro e Minho,Viana do Castelo,Vila Nova de Cerveira,agriculture,2015-04-07,20:52:00,0,0,0.01,0,0.01,0,7,April,24.4,0,10.4,16.1,41.95,-8.68333333333333
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-04-07,21:14:00,0.2,0.2,0,0.4,0.4,1,7,April,28.2,0,5.5,18.7,41.3666666666667,-8.05
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-01,15:20:00,0.5,0,0,0.5,0.5,0,1,June,20.7,0,11.6,15.8,41.7666666666667,-8.4
Beira Litoral,Coimbra,Figueira da Foz,firepit,2015-06-01,17:05:00,0.13,0,0.07,0.13,0.2,0,1,June,23,0,14.3,16.6,40.2,-8.85
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-06-01,23:13:00,1,0,0,1,1,0,1,June,20.7,0,11.6,15.8,41.75,-8.38333333333333
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2015-03-19,01:15:00,0,0.13,0,0.13,0.13,0,19,March,19.3,0,8.3,13.2,41.6136111111111,-8.21472222222222
Beira Interior,Guarda,Sabugal,firepit,2015-01-04,13:21:00,0,0.1,0,0.1,0.1,0,4,January,14.3,0,2.8,8.2,40.3666666666667,-7.25
Entre Douro e Minho,Porto,Marco de Canaveses,agriculture,2015-03-14,14:13:00,0,0,0.05,0,0.05,0,14,March,16.9,0,5.4,10.3,41.1833333333333,-8.16666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2015-03-14,14:55:00,0.56,0.27,0,0.83,0.83,0,14,March,13.9,0,-1.8,6.7,41.3361111111111,-6.50944444444444
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-03-14,18:04:00,0,0.5,0,0.5,0.5,1,14,March,14.8,0,4.4,8.9,41.7833333333333,-8.41666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-03-15,02:10:00,0,0.2,0,0.2,0.2,0,15,March,13.5,0,4.6,8.2,41.75,-8.78333333333333
Entre Douro e Minho,Porto,Paredes,agriculture,2015-04-05,22:38:00,0,0,0.15,0,0.15,0,5,April,26.8,0,9.1,16.4,41.2333333333333,-8.31666666666667
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-05,23:15:00,0,0.05,0,0.05,0.05,0,5,April,26.5,0,9.1,17.3,41.2,-8.4
Entre Douro e Minho,Porto,Penafiel,firepit,2015-04-06,01:07:00,0,0.01,0,0.01,0.01,0,6,April,24.1,0,9.1,15.9,41.1666666666667,-8.23333333333333
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2015-03-09,12:15:00,0.3132,0,0,0.3132,0.3132,0,9,March,22.3,0,10.6,15.6,39.0666666666667,-8.6
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2015-03-09,16:05:00,0,0.12,0,0.12,0.12,0,9,March,21.7,0,2,11.8,41.5,-6.95
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-03-09,17:04:00,0,1,0,1,1,0,9,March,26.2,0,1.5,13.8,41.7283333333333,-8.03944444444445
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-05-23,14:44:00,0,0.5,0,0.5,0.5,0,23,May,22.8,0,5.2,14.5,41.7536111111111,-7.23777777777778
Entre Douro e Minho,Porto,Paredes,firepit,2015-05-23,23:04:00,0,0.03,0,0.03,0.03,0,23,May,24.5,0,8.2,16.7,41.2166666666667,-8.41666666666667
Entre Douro e Minho,Viana do Castelo,Valença,fire,2015-03-24,20:40:00,1.5,0.617,0,2.117,2.117,1,24,March,14.2,0,5.2,9.3,42.0166666666667,-8.55
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-07-05,17:41:00,0,0,0.3773,0,0.3773,0,5,July,25.9,0,14.5,19.1,39.6416666666667,-8.44
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-26,21:50:00,0.003,0,0,0.003,0.003,1,26,July,30.8,0,14.5,22.6,41.2833333333333,-8
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-07,20:12:00,0,0.02,0,0.02,0.02,1,7,June,31.3,0,16.6,24.6,41.75,-8.38333333333333
Entre Douro e Minho,Porto,Lousada,firepit,2015-07-03,01:58:00,0,0.1,0,0.1,0.1,0,3,July,26.1,2.4,13.4,18.6,41.3333333333333,-8.26666666666667
Alentejo,Portalegre,Marvão,fire,2015-07-03,02:41:00,0,1,0,1,1,0,3,July,32.2,0,14.7,23.3,39.4166666666667,-7.38333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-04-04,16:10:00,0,1,0,1,1,0,4,April,25,0,5.8,14.9,41.8666666666667,-8.35
Beira Litoral,Viseu,Viseu,firepit,2015-04-04,20:01:00,0,0.01,0,0.01,0.01,0,4,April,26.9,0,13.4,19.1,40.7,-7.85
Entre Douro e Minho,Porto,Penafiel,firepit,2015-04-04,20:01:00,0,0.015,0,0.015,0.015,0,4,April,25,0,5.8,14.9,41.2297222222222,-8.27111111111111
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-04-04,21:24:00,3.5,0.5,0,4,4,1,4,April,25,0,5.8,14.9,41.8333333333333,-8.35
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2015-06-30,16:40:00,0,0,0.04,0,0.04,0,30,June,25.4,0,18.7,22,39.3222222222222,-8.80277777777778
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-06-30,16:48:00,1.3,0.5,0,1.8,1.8,1,30,June,36.8,0,16,24.6,41.4,-8.03333333333333
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2015-05-15,20:55:00,0,0.02,0,0.02,0.02,0,15,May,22.9,0,13.7,16.9,38.95,-9.16666666666667
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2015-05-16,17:46:00,0,0.0675,0,0.0675,0.0675,1,16,May,29.3,0,15.9,22.6,39.1166666666667,-8.81666666666667
Entre Douro e Minho,Porto,Paredes,firepit,2015-05-17,11:19:00,0,0.05,0,0.05,0.05,0,17,May,28.8,0,12.9,20.1,41.2333333333333,-8.36666666666667
Beira Interior,Guarda,Gouveia,agriculture,2015-05-17,19:37:00,0,0,0.0083,0,0.0083,0,17,May,31,0,16.7,22.3,40.7838888888889,-7.65111111111111
Entre Douro e Minho,Porto,Paredes,firepit,2015-03-15,15:18:00,0,0.23,0,0.23,0.23,0,15,March,17.1,0,5.7,10.4,41.15,-8.38333333333333
Ribatejo e Oeste,Santarém,Coruche,agriculture,2015-05-24,12:55:00,0,0,0.2153,0,0.2153,0,24,May,27.5,0,18.2,21.8,39.1802777777778,-8.50222222222222
Beira Interior,Guarda,Guarda,fire,2015-05-11,22:05:00,0,5,0,5,5,0,11,May,31.4,0,18,24.5,40.7533333333333,-7.42305555555556
Ribatejo e Oeste,Santarém,Constância,agriculture,2015-05-13,00:49:00,0,0,0.0027,0,0.0027,1,13,May,24.2,0,13.3,17.7,39.5166666666667,-8.51111111111111
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-14,19:20:00,0,0.01,0,0.01,0.01,0,14,May,20.5,0,10.1,15.3,41.1833333333333,-8.26666666666667
Alentejo,Portalegre,Campo Maior,agriculture,2015-06-06,16:19:00,0,0,10.48,0,10.48,0,6,June,37.2,0,18.6,29.8,39.0666666666667,-7.03333333333333
Entre Douro e Minho,Porto,Penafiel,firepit,2015-03-24,23:00:00,0,0.15,0,0.15,0.15,0,24,March,18.1,0,7.8,11.5,41.2,-8.25
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-03-25,18:26:00,0,0.03,0,0.03,0.03,0,25,March,13.8,1.3,3.7,8.2,41.7833333333333,-8.46666666666667
Entre Douro e Minho,Braga,Amares,false_alarm,2015-03-25,13:13:00,0,0,0,0,0,0,25,March,13.8,1.3,3.7,8.2,41.6666666666667,-8.28333333333333
Entre Douro e Minho,Porto,Penafiel,firepit,2015-03-25,13:08:00,0,0.03,0,0.03,0.03,0,25,March,13.8,1.3,3.7,8.2,41.2166666666667,-8.26666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-03-25,15:51:00,2.8,58,0,60.8,60.8,0,25,March,13.8,1.3,3.7,8.2,41.8516666666667,-8.38694444444444
Tras-dos-Montes,Vila Real,Boticas,firepit,2015-03-26,05:05:00,0,0.01,0,0.01,0.01,1,26,March,13.4,0.2,4.2,8.6,41.65,-7.61666666666667
Beira Litoral,Viseu,Cinfães,firepit,2015-05-26,15:32:00,0,0.03,0,0.03,0.03,0,26,May,29.8,0,15.2,21.8,41.05,-8.08333333333333
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-06-30,23:00:00,0,0.5,0,0.5,0.5,0,30,June,36.8,0,16.3,25.9,41.6333333333333,-7.35222222222222
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2015-06-29,14:25:00,0,0.03,0,0.03,0.03,0,29,June,32.1,0,14.8,21.3,40.95,-8.58333333333333
Beira Litoral,Viseu,Castro Daire,firepit,2015-04-02,19:29:00,0,0.001,0,0.001,0.001,0,2,April,27.8,0,5.9,19.9,40.9333333333333,-7.9
Beira Litoral,Viseu,Sernancelhe,firepit,2015-04-20,16:23:00,0.32,0.1,0,0.42,0.42,0,20,April,20.9,0,2.7,13.3,40.9166666666667,-7.51666666666667
Beira Litoral,Leiria,Ansião,firepit,2015-06-07,17:40:00,0.02,0.03,0,0.05,0.05,0,7,June,34,0,14.4,23.8,39.9,-8.48333333333333
Tras-dos-Montes,Vila Real,Boticas,fire,2015-04-03,13:16:00,0,1.7,0,1.7,1.7,0,3,April,27.7,0,7.3,18.7,41.7,-7.73333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-04-03,14:27:00,1.5,0,0,1.5,1.5,1,3,April,26.7,0,9.7,18.1,41.8833333333333,-8.25
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-04-03,14:55:00,0,9,0,9,9,0,3,April,27.7,0,7.3,18.7,41.8333333333333,-7.95
Beira Litoral,Aveiro,Oliveira de Azeméis,agriculture,2015-04-03,15:14:00,0,0,0.01,0,0.01,0,3,April,26.4,0,13.5,20.1,40.7825,-8.46944444444444
Entre Douro e Minho,Porto,Penafiel,firepit,2015-04-03,16:36:00,0,0.02,0,0.02,0.02,0,3,April,26.4,0,9.7,20.1,41.2,-8.23333333333333
Ribatejo e Oeste,Setubal,Palmela,fire,2015-05-27,19:26:00,0,1.4504,0,1.4504,1.4504,0,27,May,31.9,0,21.1,26.1,38.55,-8.9
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-28,11:15:00,0.02,0,0,0.02,0.02,0,28,May,33.4,0,16,23.8,41.1833333333333,-8.28333333333333
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-17,13:48:00,0,0.08,0,0.08,0.08,1,17,May,28.8,0,12.9,20.1,41.7666666666667,-8.76666666666667
Alentejo,Évora,Arraiolos,agriculture,2015-05-18,16:19:00,0,0,0.05,0,0.05,0,18,May,32.7,0,13.1,22.8,38.8,-7.915
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-06-24,00:50:00,0.1,0,0,0.1,0.1,0,24,June,24,0,13.9,17.7,41.3166666666667,-8.71666666666667
Entre Douro e Minho,Porto,Matosinhos,firepit,2015-06-24,03:12:00,0,0.12,0,0.12,0.12,0,24,June,24.8,0,11.8,17.7,41.1833333333333,-8.61666666666667
Entre Douro e Minho,Porto,Maia,firepit,2015-06-24,10:04:00,0.8,0,0,0.8,0.8,0,24,June,24,0,13.9,17.7,41.25,-8.65
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2015-06-24,10:56:00,0,0.12,0,0.12,0.12,0,24,June,24.8,0,11.8,17.7,39.4333333333333,-8.5
Beira Litoral,Viseu,Viseu,fire,2015-03-27,11:06:00,0.5,1.5,0,2,2,0,27,March,17.5,1,7.7,12.8,40.7052777777778,-7.925
Beira Litoral,Aveiro,Sever do Vouga,firepit,2015-03-27,15:24:00,0,0.075,0,0.075,0.075,0,27,March,17.5,1,7.7,12.8,40.75,-8.4
Beira Litoral,Viseu,Vila Nova de Paiva,fire,2015-03-28,13:28:00,0.05,3.95,0,4,4,1,28,March,18.1,0,10.7,11.5,40.8666666666667,-7.75
Beira Interior,Castelo Branco,Penamacor,agriculture,2015-06-06,11:32:00,0,0,0.528,0,0.528,0,6,June,36.1,0,20.6,28.1,40.15,-7.21666666666667
Beira Litoral,Leiria,Ansião,firepit,2015-03-16,14:23:00,0.15,0.1,0,0.25,0.25,0,16,March,18,0,8.1,9.6,39.9016666666667,-8.4625
Beira Interior,Guarda,Sabugal,agric_burn,2015-03-16,20:20:00,0,2,0,2,2,0,16,March,17,0,1.8,9.9,40.35,-6.96666666666667
Tras-dos-Montes,Vila Real,Chaves,fire,2015-03-17,19:22:00,0,1,0,1,1,0,17,March,17.1,0,4.2,11.1,41.7666666666667,-7.55
Entre Douro e Minho,Porto,Paredes,agriculture,2015-04-23,15:24:00,0,0,0.01,0,0.01,0,23,April,19.7,5.9,8.1,13,41.2166666666667,-8.38333333333333
Entre Douro e Minho,Porto,Amarante,fire,2015-04-23,18:27:00,0,1.25,0,1.25,1.25,0,23,April,21.6,0.6,2.1,12.3,41.2666666666667,-7.88333333333333
Beira Litoral,Leiria,Pedrogão Grande,firepit,2015-03-29,17:24:00,0.12,0.04,0,0.16,0.16,1,29,March,18.1,0,9.3,11.8,39.9333333333333,-8.21666666666667
Tras-dos-Montes,Bragança,Mogadouro,fire,2015-03-29,17:26:00,0.08,5.262,0,5.342,5.342,0,29,March,21.6,0,5.1,14.7,41.2833333333333,-6.8
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agric_burn,2015-03-29,17:36:00,0,0.005,0,0.005,0.005,0,29,March,21.6,0,4.3,14.7,41,-6.93333333333333
Alentejo,Portalegre,Sousel,agriculture,2015-05-22,16:04:00,0,0,1.113,0,1.113,0,22,May,28,0,12.1,20,38.9666666666667,-7.55
Beira Litoral,Aveiro,Aveiro,firepit,2015-05-24,22:54:00,0,2e-04,0,2e-04,2e-04,0,24,May,27.3,0,12.8,19.4,40.5666666666667,-8.53333333333333
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-05-25,00:20:00,1.12,0,0,1.12,1.12,1,25,May,28.7,0,9.1,21.3,41.5,-8
Ribatejo e Oeste,Santarém,Chamusca,agriculture,2015-05-25,10:55:00,0,0,0.0117,0,0.0117,0,25,May,26.4,0,17.2,22.1,39.3755555555556,-8.64555555555556
Entre Douro e Minho,Porto,Paredes,firepit,2015-06-08,01:30:00,0,0.015,0,0.015,0.015,0,8,June,33.7,0,19.5,26.1,41.2166666666667,-8.4
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-06-08,14:21:00,0,0.7302,0,0.7302,0.7302,0,8,June,31.8,0,18.6,25.3,40.8833333333333,-8.31666666666667
Alentejo,Beja,Beja,agriculture,2015-06-08,18:15:00,0,0,1.78,0,1.78,0,8,June,33.7,0,16.7,26.9,38.05,-8.04166666666667
Tras-dos-Montes,Vila Real,Mondim de Basto,firepit,2015-06-08,18:39:00,0,0.05,0,0.05,0.05,0,8,June,34,0,19,23.2,41.3333333333333,-7.88333333333333
Entre Douro e Minho,Viana do Castelo,Caminha,fire,2015-05-25,16:03:00,244.8,27.2,0,272,272,0,25,May,26.8,0,12,19.5,41.8166666666667,-8.76666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-26,18:37:00,0,0.02,0,0.02,0.02,1,26,May,28,0,11.9,20.1,41.6833333333333,-8.7
Entre Douro e Minho,Porto,Lousada,fire,2015-06-18,17:09:00,3,3,0,6,6,0,18,June,34.2,0,16.6,24.7,41.3333333333333,-8.28333333333333
Beira Litoral,Aveiro,Estarreja,agriculture,2015-06-19,13:30:00,0,0,0.008,0,0.008,0,19,June,35.5,0,20.2,26.6,40.7833333333333,-8.63333333333333
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,agriculture,2015-06-19,13:34:00,0,0.05,0.25,0.05,0.3,0,19,June,35,0,13.2,22.2,41.55,-7.65
Ribatejo e Oeste,Santarém,Tomar,fire,2015-07-07,12:54:00,1082,340,158,1422,1580,1,7,July,28.4,0,14.1,20.2,39.5333333333333,-8.36666666666667
Alentejo,Portalegre,Alter do Chão,agriculture,2015-03-28,19:10:00,0,0,7e-04,0,7e-04,0,28,March,27,0,10.7,17.7,39.2,-7.65
Tras-dos-Montes,Bragança,Mirandela,fire,2015-03-28,19:33:00,2,4.2,0,6.2,6.2,0,28,March,24.2,0,4.9,13.6,41.6833333333333,-7.18333333333333
Beira Litoral,Viseu,São João da Pesqueira,fire,2015-05-24,22:18:00,2.49,0.61,0,3.1,3.1,0,24,May,22.9,0,8.2,15.7,41.0833333333333,-7.45
Tras-dos-Montes,Bragança,Vinhais,firepit,2015-04-04,14:35:00,0,0.013,0,0.013,0.013,0,4,April,19.4,0,2.8,11.3,41.8666666666667,-7.06666666666667
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2015-04-21,13:10:00,0,0.003,0,0.003,0.003,0,21,April,21.5,0,11.4,14.9,40.3775,-7.84333333333333
Entre Douro e Minho,Braga,Vila Nova de Famalição,fire,2015-04-21,19:50:00,1.13,0,0,1.13,1.13,0,21,April,22.4,1.2,9.8,14.8,41.4672222222222,-8.49722222222222
Beira Interior,Guarda,Gouveia,firepit,2015-06-07,19:35:00,0,0.002,0,0.002,0.002,0,7,June,33.1,0,20,26.8,40.5236111111111,-7.445
Beira Litoral,Leiria,Bombarral,fire,2015-06-07,15:57:00,0,1.6,0,1.6,1.6,1,7,June,31.4,0,20.6,24.9,39.2333333333333,-9.18333333333333
Ribatejo e Oeste,Setubal,Alcaçer do Sal,fire,2015-06-07,16:22:00,1,0,0,1,1,0,7,June,36.3,0,17.2,24.9,38.35,-8.5
Entre Douro e Minho,Porto,Amarante,firepit,2015-06-07,19:43:00,0.325,0,0,0.325,0.325,1,7,June,31.3,0,16.6,24.6,41.3166666666667,-8.08333333333333
Tras-dos-Montes,Vila Real,Boticas,fire,2015-06-08,02:35:00,0,2,0,2,2,0,8,June,34,0,16.7,24,41.6166666666667,-7.83333333333333
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2015-06-07,23:38:00,6,0,0,6,6,0,7,June,36.5,0,13.4,23.8,41.5333333333333,-7.75
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-06-08,14:02:00,0.005,0,0,0.005,0.005,0,8,June,33.7,0,19.5,26.1,41.75,-8.65
Entre Douro e Minho,Braga,Esposende,firepit,2015-06-08,13:02:00,0.3066,0.1533,0,0.4599,0.4599,0,8,June,33.7,0,19.5,26.1,41.5,-8.71666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,fire,2015-03-14,14:53:00,6.959,0.5,0,7.459,7.459,0,14,March,14.8,0,4.4,8.9,41.6833333333333,-8.73333333333333
Ribatejo e Oeste,Santarém,Alpiarca,agriculture,2015-06-07,14:47:00,0,0,0.001,0,0.001,0,7,June,31.4,0,20.6,24.9,39.2311111111111,-8.80333333333333
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-07,16:01:00,0,0.01,0,0.01,0.01,0,7,June,31.3,0,16.6,24.6,41.7833333333333,-8.4
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2015-07-09,15:50:00,0,0.1308,0,0.1308,0.1308,0,9,July,34.4,0,15.5,21.6,40.9666666666667,-8.43333333333333
Alentejo,Beja,Beja,agriculture,2015-05-29,16:34:00,0,0,16.75,0,16.75,0,29,May,32.6,0,13.9,24.3,38.2222222222222,-8.15555555555556
Alentejo,Évora,Alandroal,agriculture,2015-06-28,19:27:00,0,0,0.006,0,0.006,0,28,June,41.6,0,18.9,30.5,38.55,-7.48472222222222
Tras-dos-Montes,Vila Real,Santa Marta de Penaguião,firepit,2015-06-29,05:16:00,0,0.005,0,0.005,0.005,1,29,June,40.2,0,16.9,28.1,41.25,-7.8
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-06-29,11:47:00,1.5,0.5,0,2,2,0,29,June,40.2,0,14.2,27.6,41.5,-8
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2015-07-10,13:19:00,0,0.005,0,0.005,0.005,0,10,July,22.2,0,14.9,18.1,41.4333333333333,-8.51666666666667
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-10,13:58:00,0,0.05,0,0.05,0.05,0,10,July,22.2,0,14.9,18.1,41.2166666666667,-8.28333333333333
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-07-10,16:29:00,0,0.0094,0,0.0094,0.0094,1,10,July,24.8,0,17.8,19.2,39.41,-8.65333333333333
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-07-10,16:43:00,0.01,0.29,0,0.3,0.3,0,10,July,22.2,0,14.9,18.1,41.6333333333333,-8.23333333333333
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2015-03-14,14:45:00,0,0,0.25,0,0.25,0,14,March,19.5,0,10.5,13.7,38.9741666666667,-9.25527777777778
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-03-14,19:44:00,0,2.446,0,2.446,2.446,0,14,March,14.8,0,4.4,8.9,41.9666666666667,-8.6
Beira Litoral,Coimbra,Coimbra,agriculture,2015-03-15,02:36:00,0,0,0.002,0,0.002,1,15,March,17.1,0,5.7,10.4,40.2222222222222,-8.46027777777778
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,fire,2015-03-14,20:13:00,0.5,7.56,0,8.06,8.06,1,14,March,14.8,0,4.4,8.9,41.9166666666667,-8.51666666666667
Tras-dos-Montes,Bragança,Vimioso,firepit,2015-03-15,10:29:00,0,0.26,0,0.26,0.26,0,15,March,11.3,0,-2.3,4.6,41.55,-6.6
Beira Interior,Guarda,Trancoso,firepit,2015-03-15,11:32:00,0,0.03,0,0.03,0.03,0,15,March,17.7,0,4.3,10.1,40.8,-7.25
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-03-15,11:57:00,0,0,0.278,0,0.278,0,15,March,17.1,0,5.7,10.4,39.6,-8.36666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2015-03-15,13:33:00,0,0.46,0,0.46,0.46,0,15,March,11.3,0,-2.3,4.6,41.2833333333333,-6.7
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2015-05-25,16:55:00,0.1,0,0,0.1,0.1,0,25,May,26.8,0,12,19.5,41.4,-8.56666666666667
Beira Litoral,Aveiro,Ovar,firepit,2015-06-25,17:20:00,0,0.1532,0,0.1532,0.1532,1,25,June,28.5,0,15.3,19.9,40.8333333333333,-8.58333333333333
Entre Douro e Minho,Porto,Amarante,agriculture,2015-06-25,21:45:00,0,0,0.005,0,0.005,0,25,June,23.5,0,12.7,17.3,41.2333333333333,-8.16666666666667
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-03-15,14:14:00,4.2,0.7,0,4.9,4.9,1,15,March,13.5,0,4.6,8.2,41.8,-8.56666666666667
Tras-dos-Montes,Bragança,Alfândega da Fé,firepit,2015-03-15,16:40:00,0,0.71,0,0.71,0.71,0,15,March,11.3,0,-2.3,4.6,41.4180555555556,-6.91416666666667
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-05-23,12:50:00,0.1,0.1,0,0.2,0.2,0,23,May,24.5,0,8.2,16.7,41.3833333333333,-8.08333333333333
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-05-24,12:00:00,0,0.02,0,0.02,0.02,0,24,May,26,0,10.4,17.9,41.9666666666667,-8.63333333333333
Algarve,Faro,Loulé,firepit,2015-05-24,13:31:00,0,5e-04,0,5e-04,5e-04,0,24,May,23.1,0,17,20.1,37.1666666666667,-8.22777777777778
Algarve,Faro,Loulé,agriculture,2015-05-28,09:06:00,0,0,0.0055,0,0.0055,1,28,May,29.3,0,15.6,23.8,37.4388888888889,-8.22777777777778
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-05-28,14:00:00,0,1,0,1,1,1,28,May,31.5,0,10,22.6,41.85,-7.65
Beira Litoral,Viseu,Nelas,agric_burn,2015-03-15,18:03:00,0,0.001,0,0.001,0.001,0,15,March,17.1,0,5.7,10.4,40.55,-7.85
Entre Douro e Minho,Porto,Paredes,firepit,2015-05-22,23:40:00,0,0.025,0,0.025,0.025,0,22,May,23.9,0,7.6,15.4,41.2166666666667,-8.36666666666667
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-05-23,22:00:00,0,1,0,1,1,1,23,May,24.5,0,8.2,16.7,41.75,-8.45
Beira Litoral,Coimbra,Coimbra,agriculture,2015-05-24,13:52:00,0,0,0.6,0,0.6,0,24,May,27.3,0,12.8,19.4,40.2,-8.55
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-24,14:51:00,0.15,0,0,0.15,0.15,1,24,May,26,0,10.4,17.9,41.6666666666667,-8.66666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2015-06-29,15:38:00,0,0.085,0,0.085,0.085,0,29,June,39.3,0,16.9,28.1,41.3833333333333,-6.75
Beira Interior,Guarda,Sabugal,agric_burn,2015-04-21,15:45:00,0,0.05,0,0.05,0.05,0,21,April,23.9,0,11.4,18.1,40.2833333333333,-6.95
Beira Litoral,Viseu,Tabuaço,fire,2015-01-03,12:54:00,0,1.77,0,1.77,1.77,0,3,January,12.4,0,2.2,3.4,41.0333333333333,-7.53333333333333
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-01-04,13:44:00,0,2,0,2,2,0,4,January,14.4,0,4.1,7.5,41.7666666666667,-8.35
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2015-01-05,17:34:00,0.15,0,0,0.15,0.15,1,5,January,13.7,0,-0.8,5.2,41.4666666666667,-7.81666666666667
Entre Douro e Minho,Braga,Vila Nova de Famalição,agric_burn,2015-01-05,18:22:00,0,0.025,0,0.025,0.025,0,5,January,13.7,0,4.7,8.3,41.4027777777778,-8.50972222222222
