"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","cause_type"
"4643","Ribatejo e Oeste","Santarém","Alcanena","Louriceira","39:28:22.6163999999994''","8:45:13.2696000000003''","firepit",2015-08-30,"15:56:00",2015-08-30,"16:48:00",2015-08-30,"16:01:00",NA,0,0.6946,0,0.6946,0.6946,"intentional"
"4644","Ribatejo e Oeste","Santarém","Santarém","Santa Iria Ribeira Santarém","39:15:21.8159999999926''","8:40:13.8612000000009''","firepit",2015-08-30,"15:58:00",2015-08-30,"16:45:00",2015-08-30,"16:07:00",NA,0,0.067,0,0.067,0.067,"intentional"
"4645","Entre Douro e Minho","Porto","Penafiel","Penafiel","41:12:32.4000000000115''","8:16:25.7807999999999''","firepit",2015-08-31,"00:20:00",2015-08-31,"01:45:00",2015-08-31,"00:24:00",NA,0,0.005,0,0.005,0.005,"negligent"
"4646","Entre Douro e Minho","Porto","Amarante","Freixo de Baixo","41:18:9.21599999999899''","8:6:22.6908000000017''","firepit",2015-08-15,"18:45:00",2015-08-15,"19:45:00",2015-08-15,"18:55:00",NA,0,0.05,0,0.05,0.05,"intentional"
"4647","Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41:3:44.3376000000097''","8:8:29.2523999999976''","fire",2015-07-19,"15:14:00",2015-07-19,"21:00:00",2015-07-19,"15:27:00",NA,0,3,0,3,3,"intentional"
"4648","Entre Douro e Minho","Porto","Felgueiras","Margaride Santa Eulália","41:21:56.6387999999955''","8:12:30.3587999999979''","firepit",2015-08-21,"14:56:00",2015-08-21,"16:54:00",2015-08-21,"15:01:00",NA,0,0.1,0,0.1,0.1,"rekindling"
"4649","Beira Litoral","Leiria","Pombal","Pelariga","39:58:43.7915999999984''","8:37:29.2511999999977''","firepit",2015-08-21,"15:44:00",2015-08-21,"18:00:00",2015-08-21,"15:52:00",NA,0,0.005,0,0.005,0.005,"intentional"
"4650","Beira Litoral","Aveiro","Ílhavo","São Salvador","40:35:17.3976000000039''","8:42:0.399599999998941''","agriculture",2015-08-29,"12:22:00",2015-08-29,"13:15:00",2015-09-29,"12:27:00",NA,0,0,0.0032,0,0.0032,"negligent"
"4651","Trás-os-Montes","Vila Real","Murça","Fiolhoso","41:23:53.5271999999918''","7:29:36.2364000000005''","fire",2015-08-29,"14:52:00",2015-08-30,"18:00:00",2015-08-29,"15:10:00",NA,20,24.5,0.5,44.5,45,"negligent"
"4652","Trás-os-Montes","Vila Real","Chaves","Outeiro Seco","41:47:56.0112000000078''","7:26:45.1788000000009''","fire",2015-07-27,"14:30:00",2015-07-27,"21:27:00",2015-07-27,"14:35:00",NA,30,225,27,255,282,"intentional"
"4653","Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Paço Vedro de Magalhães","41:47:35.120400000007''","8:24:44.1396000000032''","fire",2015-08-20,"16:23:00",2015-08-20,"17:44:00",2015-08-20,"16:30:00",NA,1,0,0,1,1,"intentional"
"4654","Entre Douro e Minho","Porto","Felgueiras","Torrados","41:22:1.74719999999013''","8:14:28.5468''","firepit",2015-08-20,"19:25:00",2015-08-20,"19:55:00",2015-08-20,"19:28:00",NA,0,0.005,0,0.005,0.005,"rekindling"
"4655","Ribatejo e Oeste","Santarém","Alcanena","Malhou","00:39:25.056","00:08:41.444","firepit",2015-08-29,"15:47:00",2015-08-29,"16:53:00",2015-08-29,"15:57:00",NA,0,8e-04,0,8e-04,8e-04,"intentional"
"4656","Entre Douro e Minho","Braga","Póvoa de Lanhoso","Esperança","41:35:1.64759999999262''","8:10:25.6979999999992''","firepit",2015-08-30,"01:37:00",2015-08-30,"03:35:00",2015-08-30,"01:55:00",NA,0,0.19,0,0.19,0.19,"negligent"
"4657","Beira Litoral","Leiria","Leiria","Pousos","39:44:23.9567999999883''","8:46:41.9628000000012''","agriculture",2015-08-30,"13:19:00",2015-08-30,"14:15:00",2015-08-30,"13:25:00",NA,0,0,0.002,0,0.002,"negligent"
"4658","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Fria","41:40:19.1856000000001''","8:45:18.6119999999988''","firepit",2015-06-21,"01:03:00",2015-06-21,"02:40:00",2015-06-21,"01:10:00",NA,0,0.03,0,0.03,0.03,"intentional"
"4659","Entre Douro e Minho","Porto","Penafiel","Milhundos","41:11:58.0631999999889''","8:15:37.241999999997''","firepit",2015-06-21,"10:35:00",2015-06-21,"13:10:00",2015-06-21,"10:42:00",NA,0,0.25,0,0.25,0.25,"negligent"
"4660","Entre Douro e Minho","Porto","Matosinhos","Guifões","41:11:36.3515999999885''","8:40:6.09240000000213''","firepit",2015-07-14,"21:00:00",2015-07-15,"01:25:00",2015-07-14,"21:15:00",NA,0.28,0.07,0,0.35,0.35,"rekindling"
"4661","Beira Interior","Guarda","Sabugal","Aldeia de Santo António","40:19:01","07:07:28","agriculture",2015-07-15,"22:34:00",2015-07-16,"00:00:00",2015-07-15,"22:45:00",NA,0,0,1e-04,0,1e-04,"intentional"
"4662","Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:13.0127999999985''","8:4:25.8420000000014''","fire",2015-07-15,"20:54:00",2015-07-16,"01:12:00",2015-07-15,"21:18:00",NA,0,1,0,1,1,"negligent"
"4663","Entre Douro e Minho","Porto","Amarante","Sanche","41:17:0.510000000010109''","8:0:14.8427999999996''","firepit",2015-08-21,"23:55:00",2015-08-22,"02:20:00",2015-08-22,"00:30:00",NA,0.1,0,0,0.1,0.1,"intentional"
"4664","Ribatejo e Oeste","Santarém","Tomar","Junceira","00:39:36.512","00:08:19.220","firepit",2015-08-22,"15:33:00",2015-08-22,"17:08:00",2015-08-22,"15:40:00",NA,0,0.1057,0,0.1057,0.1057,"intentional"
"4665","Ribatejo e Oeste","Santarém","Tomar","São Pedro de Tomar","00:39:31.744","00:08:22.384","firepit",2015-08-22,"20:54:00",2015-08-22,"22:36:00",2015-08-22,"21:07:00",NA,0,0.0561,0,0.0561,0.0561,"intentional"
"4666","Beira Interior","Guarda","Trancoso","Póvoa do Concelho","00:40:45.512","00:07:14.153","fire",2015-08-22,"16:07:00",2015-08-23,"00:16:00",2015-08-22,"16:15:00",NA,60,103.4,15.6,163.4,179,"intentional"
"4667","Beira Litoral","Viseu","Tondela","Mouraz","40:28:59.8188000000005''","8:4:5.71439999999853''","firepit",2015-08-30,"17:50:00",2015-08-30,"19:45:00",2015-08-30,"18:00:00",NA,0.01,0,0,0.01,0.01,"intentional"
"4668","Beira Interior","Guarda","Pinhel","Manigoto","00:40:41.089","00:07:05.467","agric_burn",2015-08-30,"22:41:00",2015-08-30,"23:45:00",2015-08-30,"22:50:00",NA,0,0.5,0,0.5,0.5,"negligent"
"4669","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Ermelo","41:51:51.9911999999886''","8:17:40.3404000000012''","firepit",2015-08-31,"17:24:00",2015-08-31,"19:45:00",2015-08-31,"17:50:00",NA,0,0.02,0,0.02,0.02,"intentional"
"4670","Ribatejo e Oeste","Santarém","Tomar","Carregueiros","00:39:36.600","00:08:25.016","agriculture",2015-08-29,"14:38:00",2015-08-29,"16:29:00",2015-08-29,"14:44:00",NA,0,0,0.7408,0,0.7408,"intentional"
"4671","Entre Douro e Minho","Braga","Barcelos","Carvalhos","41:28:16.2047999999953''","8:35:39.0335999999969''","firepit",2015-08-29,"16:55:00",2015-08-29,"18:30:00",2015-08-29,"17:02:00",NA,0,0.05,0,0.05,0.05,"negligent"
"4672","Beira Litoral","Coimbra","Montemor-o-Velho","Tentúgal","40:14:1.69439999999724''","8:35:43.8972000000021''","agriculture",2015-08-29,"17:06:00",2015-08-29,"17:55:00",2015-08-29,"17:18:00",NA,0,0,1,0,1,"negligent"
"4673","Entre Douro e Minho","Viseu","Resende","Paus","41:4:2.99280000000181''","7:54:21.1895999999991''","firepit",2015-08-29,"23:44:00",2015-08-30,"01:15:00",2015-08-29,"23:51:00",NA,0,0.25,0,0.25,0.25,"intentional"
"4674","Ribatejo e Oeste","Santarém","Abrantes","São Vicente","00:39:16.221","00:08:07.812","firepit",2015-08-30,"00:58:00",2015-08-30,"01:50:00",2015-08-30,"01:02:00",NA,0,0.0106,0,0.0106,0.0106,"intentional"
"4675","Ribatejo e Oeste","Santarém","Ourém","Urqueira","39:45:15.1379999999961''","8:34:0.397200000000311''","firepit",2015-08-30,"14:15:00",2015-08-30,"14:43:00",2015-08-30,"14:25:00",NA,0,0.2915,0,0.2915,0.2915,"intentional"
"4676","Beira Litoral","Viseu","Tondela","Mosteiro de Fráguas","40:33:41.8464000000068''","8:3:35.6940000000006''","firepit",2015-07-27,"15:24:00",2015-07-27,"17:20:00",2015-07-27,"15:35:00",NA,0,0.4,0,0.4,0.4,"negligent"
"4677","Beira Litoral","Coimbra","Montemor-o-Velho","Pereira","40:11:6.82439999999872''","8:35:6.66960000000074''","agriculture",2015-08-19,"21:53:00",2015-08-20,"00:07:00",2015-08-19,"22:03:00",NA,0,0,0.012,0,0.012,"rekindling"
"4678","Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Nogueira","41:47:18.5927999999893''","8:25:17.7132000000022''","firepit",2015-08-20,"01:22:00",2015-08-20,"03:35:00",2015-08-20,"01:28:00",NA,0,0.25,0,0.25,0.25,"rekindling"
"4679","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Montaria","41:47:4.93439999999225''","8:43:25.6151999999997''","agriculture",2015-08-21,"21:39:00",2015-08-21,"23:30:00",2015-08-21,"21:50:00",NA,0,0,0.002,0,0.002,"negligent"
"4680","Entre Douro e Minho","Braga","Celorico de Basto","Basto (São Clemente)","41:27:58.1795999999986''","8:2:44.199599999997''","fire",2015-08-21,"14:14:00",2015-08-21,"19:13:00",2015-08-21,"14:30:00",NA,5,12,2,17,19,"intentional"
"4681","Alentejo","Beja","Beja","Santa Maria da Feira","00:38:02.260","00:07:50.300","agriculture",2015-06-19,"23:12:00",2015-06-20,"02:30:00",2015-06-19,"23:25:00",NA,0,0,0.1308,0,0.1308,"intentional"
"4682","Entre Douro e Minho","Porto","Vila do Conde","Tougues","41:21:37.7208000000019''","8:41:26.4048000000018''","firepit",2015-07-05,"00:30:00",2015-07-05,"03:30:00",2015-07-05,"00:40:00",NA,0.05,0,0,0.05,0.05,"negligent"
"4683","Ribatejo e Oeste","Lisboa","Mafra","Santo Estevão das Galés","38:53:48.9516000000077''","9:13:53.3640000000031''","agriculture",2015-07-02,"14:01:00",2015-07-02,"16:11:00",NA,"",NA,0,0,3.194,0,3.194,"negligent"
"4684","Entre Douro e Minho","Porto","Vila Nova de Gaia","Olival","41:2:45.3191999999905''","8:31:50.394000000003''","firepit",2015-07-05,"12:02:00",2015-07-05,"12:50:00",2015-07-05,"12:10:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"4685","Beira Interior","Castelo Branco","Idanha-a-Nova","Proença-a-Velha","40:0:55.0367999999935''","7:15:3.64680000000135''","firepit",2015-07-05,"13:11:00",2015-07-05,"13:53:00",2015-07-05,"13:21:00",NA,0.25,0,0,0.25,0.25,"intentional"
"4686","Entre Douro e Minho","Porto","Amarante","Olo","41:17:38.0219999999969''","8:0:21.3588000000023''","firepit",2015-08-21,"01:10:00",2015-08-21,"05:20:00",2015-08-21,"01:30:00",NA,0.05,0,0,0.05,0.05,"rekindling"
"4687","Alentejo","Évora","Évora","Canaviais","1900-01-01 14:35:49","00:07:54","agriculture",2015-08-21,"13:50:00",2015-08-21,"14:18:00",2015-08-21,"13:57:00",NA,0,0,0.005,0,0.005,"negligent"
"4688","Entre Douro e Minho","Braga","Esposende","Antas","41:36:4.7663999999935''","8:46:18.0372000000014''","fire",2015-08-21,"14:59:00",2015-08-21,"17:32:00",2015-08-21,"15:20:00",NA,39.43,0,0,39.43,39.43,"intentional"
"4689","Beira Litoral","Viseu","Viseu","São Salvador","40:38:23.4059999999926''","7:56:29.8211999999997''","firepit",2015-08-21,"18:54:00",2015-08-21,"20:01:00",2015-08-21,"19:04:00",NA,0,0.002,0,0.002,0.002,"rekindling"
"4690","Beira Litoral","Leiria","Batalha","Reguengo do Fetal","39:39:26.6328000000021''","8:47:16.663200000001''","agriculture",2015-08-29,"13:23:00",2015-08-29,"14:10:00",2015-08-29,"13:31:00",NA,0,0,0.001,0,0.001,"negligent"
"4691","Beira Litoral","Leiria","Leiria","Barosa","39:45:18.7596000000099''","8:50:54.2327999999983''","agriculture",2015-08-29,"17:00:00",2015-08-29,"17:35:00",2015-08-29,"17:09:00",NA,0,0,5e-04,0,5e-04,"negligent"
"4692","Ribatejo e Oeste","Santarém","Torres Novas","Zibreira","39:29:38.3927999999918''","8:38:11.3100000000028''","fire",2015-08-29,"20:09:00",2015-08-29,"21:26:00",2015-08-29,"20:18:00",NA,0,1.647,0,1.647,1.647,"intentional"
"4693","Alentejo","Portalegre","Alter do Chão","Chancelaria","39:16:7.05720000000781''","7:48:35.6399999999994''","agriculture",2015-08-15,"15:18:00",2015-08-15,"17:17:00",NA,"",NA,0,0,0.1265,0,0.1265,"intentional"
"4694","Entre Douro e Minho","Porto","Amarante","Louredo","41:15:3.87000000000057''","8:7:37.5707999999999''","firepit",2015-08-21,"16:56:00",2015-08-21,"20:10:00",2015-08-21,"17:05:00",NA,0.1,0,0,0.1,0.1,"rekindling"
"4695","Beira Interior","Castelo Branco","Vila Velha De Ródão","Vila Velha De Ródão","39:41:22.3871999999966''","7:41:54.9527999999986''","firepit",2015-08-21,"18:59:00",2015-08-21,"19:52:00",2015-08-21,"19:05:00",NA,0,0.0377,0,0.0377,0.0377,"intentional"
"4696","Beira Litoral","Leiria","Pedrógão Grande","Vila Facaia","39:56:4.71119999998791''","8:13:25.6007999999977''","firepit",2015-08-21,"19:12:00",2015-08-21,"19:49:00",2015-08-21,"19:18:00",NA,0.2,0.09,0,0.29,0.29,"intentional"
"4697","Entre Douro e Minho","Porto","Penafiel","São Martinho Recezinhos","41:13:25.0211999999902''","8:13:10.3547999999994''","firepit",2015-08-29,"21:31:00",2015-08-29,"22:33:00",2015-08-29,"21:40:00",NA,0,0.05,0,0.05,0.05,"negligent"
"4698","Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Numão","00:41:06.835","00:07:16.350","fire",2015-08-30,"06:25:00",2015-08-30,"07:22:00",2015-08-30,"06:25:00",NA,2,2,0,4,4,"negligent"
"4699","Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41:8:54.4487999999927''","8:6:40.338''","firepit",2015-08-21,"05:58:00",2015-08-21,"08:00:00",2015-08-21,"07:15:00",NA,0,0.03,0,0.03,0.03,"intentional"
"4700","Beira Litoral","Coimbra","Montemor-o-Velho","Pereira","40:11:19.7916000000015''","8:35:6.75600000000003''","agriculture",2015-08-19,"20:45:00",2015-08-19,"21:35:00",NA,"",NA,0,0,0.001,0,0.001,"negligent"
"4701","Beira Interior","Guarda","Seia","Seia","00:40:26.283","00:07:41.268","agric_burn",2015-05-25,"12:44:00",2015-05-25,"13:37:00",2015-05-25,"12:44:00",NA,0,0,0.002,0,0.002,"negligent"
"4702","Entre Douro e Minho","Braga","Vila Nova de Famalicão","Brufe","41:24:47.64240000001''","8:32:26.1744000000003''","fire",2015-05-25,"12:41:00",2015-05-25,"17:09:00",2015-05-25,"12:50:00",NA,1.5,0,0,1.5,1.5,"rekindling"
"4703","Beira Litoral","Viseu","Viseu","Abraveses","40:40:42.7008000000001''","7:55:29.8092000000015''","firepit",2015-03-13,"13:37:00",2015-03-13,"14:40:00",2015-03-13,"13:40:00",NA,0,0.05,0,0.05,0.05,"negligent"
"4704","Entre Douro e Minho","Braga","Cabeceiras de Basto","Refojos de Basto","41:30:18.0000000000092''","7:58:10.9919999999989''","firepit",2015-03-13,"17:32:00",2015-03-13,"18:30:00",2015-03-13,"17:40:00",NA,0,0.05,0,0.05,0.05,"intentional"
"4705","-","Vila Real","Boticas","Ardãos","41:45:56","07:36:42","firepit",2015-03-14,"03:55:00",2015-03-14,"04:45:00",2015-03-14,"04:06:00",NA,0,0.01,0,0.01,0.01,"negligent"
"4706","Entre Douro e Minho","Porto","Paredes","Sobrosa","41:14:59.5067999999918''","8:21:8.61840000000115''","firepit",2015-03-14,"11:02:00",2015-03-14,"12:05:00",2015-03-14,"11:10:00",NA,0,0.3,0,0.3,0.3,"negligent"
"4707","Algarve","Faro","Albufeira","Albufeira","00:37:06.500","00:08:13.700","firepit",2015-09-01,"17:56:00",2015-09-01,"18:40:00",2015-09-01,"18:01:00",NA,0,0.0069,0,0.0069,0.0069,"intentional"
"4708","Ribatejo e Oeste","Santarém","Santarém","Pernes","39:23:48.7427999999977''","8:41:25.8791999999987''","firepit",2015-08-30,"19:46:00",2015-08-30,"21:10:00",2015-08-30,"19:48:00",NA,0,0.0258,0,0.0258,0.0258,"intentional"
"4709","Ribatejo e Oeste","Lisboa","Mafra","Venda do Pinheiro","38:55:23.3256000000097''","9:14:3.10919999999996''","firepit",2015-08-31,"03:40:00",2015-08-31,"04:12:00",2015-08-31,"03:54:00",NA,0,0.001,0,0.001,0.001,"negligent"
"4710","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Ermelo","41:50:12.6419999999882''","8:19:53.8176000000013''","firepit",2015-05-19,"22:32:00",2015-05-20,"00:05:00",2015-05-19,"22:41:00",NA,0.01,0.03,0,0.04,0.04,"intentional"
"4711","Trás-os-Montes","Vila Real","Peso da Régua","Moura Morta","41:11:38.3531999999997''","7:50:53.4407999999996''","agriculture",2015-08-30,"16:04:00",2015-08-30,"19:30:00",2015-08-30,"16:22:00",NA,0,0,3,0,3,"intentional"
"4712","Beira Interior","Guarda","Trancoso","Castanheira","40:51:15.8868000000035''","7:22:30.6119999999992''","firepit",2015-08-30,"18:21:00",2015-08-30,"20:50:00",2015-08-30,"18:39:00",NA,0,0.4,0,0.4,0.4,"natural"
"4713","Entre Douro e Minho","Porto","Baião","Valadares","41:9:10.637999999995''","7:59:41.2619999999995''","firepit",2015-07-28,"11:51:00",2015-07-28,"14:30:00",2015-07-28,"12:00:00",NA,0,0.05,0,0.05,0.05,"intentional"
"4714","Beira Interior","Santarém","Mação","Envendos","39:31:17.2200000000055''","7:51:2.24999999999987''","firepit",2015-08-29,"21:53:00",2015-08-30,"00:19:00",2015-08-29,"22:05:00",NA,0,0.1747,0,0.1747,0.1747,"intentional"
"4715","Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41:5:24.518400000008''","6:50:9.12120000000129''","firepit",2015-08-30,"04:22:00",2015-08-30,"05:57:00",2015-08-30,"04:28:00",NA,0,0.1,0,0.1,0.1,"intentional"
"4716","Beira Litoral","Leiria","Ansião","Pousaflores","39:52:1.67880000000935''","8:23:12.6708000000012''","firepit",2015-08-05,"22:22:00",2015-08-06,"01:15:00",2015-08-05,"22:35:00",NA,0.1,0.1,0,0.2,0.2,"intentional"
"4717","Entre Douro e Minho","Porto","Felgueiras","Airães","41:19:18.2388000000066''","8:11:6.76319999999976''","firepit",2015-08-21,"17:00:00",2015-08-21,"18:15:00",2015-08-21,"17:15:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"4718","Entre Douro e Minho","Braga","Vila Verde","Godinhaços","00:41:42.409","00:08:26.295","fire",2015-07-28,"11:43:00",2015-07-28,"14:00:00",2015-07-28,"11:53:00",NA,0,1,0,1,1,"intentional"
"4719","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:14.4936000000064''","8:40:24.5496000000017''","firepit",2015-07-28,"15:22:00",2015-07-28,"18:13:00",2015-07-28,"15:25:00",NA,0,0.002,0,0.002,0.002,"intentional"
"4720","Entre Douro e Minho","Porto","Amarante","Telões","41:19:28.8480000000027''","8:6:52.894800000003''","firepit",2015-08-06,"12:12:00",2015-08-06,"14:30:00",2015-08-06,"12:25:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"4721","Trás-os-Montes","Bragança","Bragança","França","41:55:50.5992000000106''","6:43:47.1863999999997''","firepit",2015-08-30,"13:59:00",2015-08-30,"15:30:00",2015-08-30,"14:15:00",NA,0.28,0,0,0.28,0.28,"rekindling"
"4722","Beira Litoral","Coimbra","Miranda do Corvo","Miranda do Corvo","40:8:7.67039999999611''","8:21:26.0099999999989''","fire",2015-08-30,"16:13:00",2015-08-30,"20:02:00",2015-08-30,"16:20:00",NA,2.9,2.6,0,5.5,5.5,"negligent"
"4723","Beira Litoral","Coimbra","Penela","Santa Eufémia","40:2:20.9544000000125''","8:19:39.4139999999992''","agriculture",2015-08-31,"01:14:00",2015-08-31,"02:30:00",2015-08-31,"01:27:00",NA,0,0,0.03,0,0.03,"negligent"
"4724","Ribatejo e Oeste","Santarém","Tomar","Olalhas","00:39:37.788","00:08:20.968","firepit",2015-07-28,"11:01:00",2015-07-28,"13:22:00",2015-07-28,"11:14:00",NA,0.08,0.085,0,0.165,0.165,"intentional"
"4725","Entre Douro e Minho","Porto","Lousada","Caíde de Rei","41:15:58.3091999999937''","8:12:56.8692000000009''","firepit",2015-08-05,"14:36:00",2015-08-05,"16:45:00",2015-08-05,"14:45:00",NA,0,0.2,0,0.2,0.2,"rekindling"
"4726","Trás-os-Montes","Vila Real","Valpaços","Valpaços","41:35:56","07:18:12","fire",2015-08-05,"15:58:00",2015-08-05,"21:58:00",2015-08-05,"16:05:00",NA,58,31,0,89,89,"intentional"
"4727","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Paçô","41:48:46.3752000000068''","8:25:6.11399999999875''","firepit",2015-07-27,"15:26:00",2015-07-27,"17:05:00",2015-07-27,"15:35:00",NA,0.01,0,0,0.01,0.01,"intentional"
"4728","Entre Douro e Minho","Porto","Lousada","Casais","41:15:26.233199999993''","8:18:13.0068000000013''","firepit",2015-07-27,"18:40:00",2015-07-27,"19:34:00",2015-07-27,"18:42:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"4729","Entre Douro e Minho","Porto","Amarante","Gondar","41:15:47.0772000000096''","8:1:14.8367999999985''","firepit",2015-07-28,"05:10:00",2015-07-28,"09:10:00",2015-07-28,"05:25:00",NA,0,0.35,0,0.35,0.35,"rekindling"
"4730","Alentejo","Évora","Estremoz","São Bento do Ameixial","1900-01-01 14:50:09","07:39:36","agriculture",2015-07-28,"15:29:00",2015-07-28,"17:10:00",2015-07-28,"15:42:00",NA,0,0,0.052,0,0.052,"negligent"
"4731","Algarve","Faro","Monchique","Marmelete","00:37:17.600","00:08:42.370","firepit",2015-07-28,"17:36:00",2015-07-28,"17:58:00",2015-07-28,"17:50:00",NA,0,0.0216,0,0.0216,0.0216,"negligent"
"4732","Entre Douro e Minho","Braga","Barcelos","Barqueiros","41:27:17.8199999999879''","8:43:38.161199999998''","fire",2015-08-05,"16:54:00",2015-08-05,"20:00:00",2015-08-05,"17:00:00",NA,2.66,0,0,2.66,2.66,"negligent"
"4733","Beira Litoral","Coimbra","Oliveira do Hospital","Seixo da Beira","40:27:20.9987999999942''","7:48:32.1119999999987''","agriculture",2015-08-05,"19:47:00",2015-08-05,"21:20:00",2015-08-05,"19:48:00",NA,0,0,0.01,0,0.01,"negligent"
"4734","Beira Interior","Castelo Branco","Fundão","Fundão","40:7:56.2800000000027''","7:30:17.1287999999993''","firepit",2015-08-05,"19:25:00",2015-08-05,"21:35:00",2015-08-05,"19:26:00",NA,0.005,0,0,0.005,0.005,"intentional"
"4735","Entre Douro e Minho","Porto","Penafiel","Pinheiro","41:7:5.77200000000914''","8:17:52.4148000000007''","agriculture",2015-08-06,"00:01:00",2015-08-06,"01:40:00",2015-08-06,"00:10:00",NA,0,0,0.02,0,0.02,"negligent"
"4736","Trás-os-Montes","Vila Real","Murça","Jou","41:27:51.7967999999985''","7:25:36.57''","firepit",2015-09-04,"05:58:00",2015-09-04,"07:30:00",2015-09-04,"06:15:00",NA,0,0.1,0,0.1,0.1,"intentional"
"4737","Beira Litoral","Coimbra","Oliveira do Hospital","Ervedal","40:26:23.4311999999954''","7:53:59.1036000000007''","agriculture",2015-09-04,"11:54:00",2015-09-04,"14:00:00",2015-09-04,"12:02:00",NA,0,0,0.2,0,0.2,"intentional"
"4738","Beira Interior","Guarda","Guarda","Arrifana","40:34:25","07:11:59","agriculture",2015-09-04,"14:56:00",2015-09-04,"17:00:00",2015-09-04,"15:04:00",NA,0,0,0.01,0,0.01,"negligent"
"4739","Ribatejo e Oeste","Santarém","Benavente","Benavente","38:57:40.590000000002''","8:49:14.1563999999987''","firepit",2015-09-04,"18:00:00",2015-09-04,"18:23:00",2015-09-04,"18:12:00",NA,0,1e-04,0,1e-04,1e-04,"negligent"
"4740","Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Mazouco","41:10:24.337199999988''","6:47:45.9456000000013''","fire",2015-09-04,"20:56:00",2015-09-05,"07:45:00",2015-09-04,"21:05:00",NA,0,240,0,240,240,"intentional"
"4741","Entre Douro e Minho","Porto","Felgueiras","Pedreira","41:19:17.4072000000086''","8:13:7.60800000000231''","firepit",2015-09-04,"20:39:00",2015-09-04,"21:50:00",2015-09-04,"21:06:00",NA,0,0.01,0,0.01,0.01,"intentional"
"4742","Entre Douro e Minho","Porto","Vila do Conde","Guilhabreu","41:17:2.3819999999904''","8:37:58.7711999999992''","firepit",2015-07-05,"21:20:00",2015-07-05,"23:35:00",2015-07-05,"21:25:00",NA,0,0.12,0,0.12,0.12,"rekindling"
"4743","Beira Litoral","Leiria","Pedrógão Grande","Vila Facaia","39:56:39.7572000000105''","8:13:52.3019999999985''","firepit",2015-07-26,"16:53:00",2015-07-27,"02:00:00",2015-07-26,"16:58:00",NA,0.75,0.2,0,0.95,0.95,"intentional"
"4744","Trás-os-Montes","Bragança","Macedo de Cavaleiros","Talhas","41:29:24.1440000000017''","6:41:42.0612''","fire",2015-07-27,"07:42:00",2015-07-27,"08:29:00",2015-07-27,"08:05:00",NA,0,1.75,0,1.75,1.75,"negligent"
"4745","Entre Douro e Minho","Porto","TROFA","Bougado_Sao Martinho","41:20:13.5131999999885''","8:33:0.259200000000419''","firepit",2015-07-15,"22:17:00",2015-07-16,"00:50:00",2015-07-15,"22:25:00",NA,0.015,0,0,0.015,0.015,"rekindling"
"4746","Entre Douro e Minho","Braga","Celorico de Basto","Basto (São Clemente)","41:27:58.1795999999986''","8:2:44.199599999997''","fire",2015-08-21,"22:36:00",2015-08-22,"04:45:00",2015-08-21,"22:50:00",NA,1,7,0,8,8,"intentional"
"4747","Ribatejo e Oeste","Santarém","Golegã","Golegã","39:24:1.57680000000425''","8:29:32.1072000000021''","agriculture",2015-08-22,"17:31:00",2015-08-22,"17:55:00",2015-08-22,"17:36:00",NA,0,0,0.0932,0,0.0932,"negligent"
"4748","Beira Interior","Castelo Branco","Vila Velha De Ródão","Vila Velha De Ródão","39:39:59.1479999999939''","7:41:2.35320000000044''","firepit",2015-08-22,"21:31:00",2015-08-22,"22:15:00",2015-08-22,"21:31:00",NA,0,0.00045,0,0.00045,0.00045,"intentional"
"4749","Entre Douro e Minho","Porto","Amarante","Várzea","41:15:41.760000000005''","8:0:48.3948000000019''","firepit",2015-08-22,"22:35:00",2015-08-23,"00:15:00",2015-08-22,"22:50:00",NA,0,0.01,0,0.01,0.01,"intentional"
"4750","Beira Litoral","Coimbra","Montemor-o-Velho","Santo Varão","40:10:40.4076000000089''","8:37:4.83959999999712''","agriculture",2015-08-23,"14:42:00",2015-08-23,"17:40:00",2015-08-23,"14:55:00",NA,0,0,0.3,0,0.3,"negligent"
"4751","Ribatejo e Oeste","Leiria","Alcobaça","Benedita","39:23:55.3560000000044''","8:57:34.7904000000003''","agriculture",2015-08-24,"08:32:00",2015-08-24,"09:02:00",2015-08-24,"08:35:00",NA,0,0,3e-04,0,3e-04,"negligent"
