"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
3735,"Beira Litoral","Viseu","Sátão","Forles","40:51:34.7147999999942''","7:39:31.3667999999988''","firepit",2015-03-13 00:00:00,20:09:00,2015-03-13 00:00:00,21:34:00,2015-03-13 00:00:00,20:45:00,NA,0,0.001,0,0.001,0.001,0
3736,"-","Vila Real","Valpaços","Serapicos","41:37:42","07:25:56","fire",2015-03-14 00:00:00,13:20:00,2015-03-14 00:00:00,15:00:00,2015-03-14 00:00:00,13:53:00,NA,0.5,0.5,0,1,1,0
3737,"Alentejo","Setúbal","Grândola","Carvalhal","38:18:39","08:44:54","firepit",2015-05-11 01:00:00,17:23:00,2015-05-11 01:00:00,19:00:00,2015-05-11 01:00:00,17:45:00,NA,0,0.7,0,0.7,0.7,0
3738,"-","Leiria","Alcobaça","União das freguesias de Alcobaça e Vestiaria","39:32:53","08:58:48","agriculture",2015-05-12 01:00:00,14:00:00,2015-05-12 01:00:00,14:45:00,2015-05-12 01:00:00,14:05:00,NA,0,0,0.005,0,0.005,0
3739,"-","Bragança","Vila Flor","União das freguesias de Assares e Lodões","41:19:11","07:04:56","firepit",2015-05-13 01:00:00,11:48:00,2015-05-13 01:00:00,12:30:00,2015-05-13 01:00:00,11:50:00,NA,0,0.02,0,0.02,0.02,0
3740,"Algarve","Faro","Lagoa","Lagoa","00:37:07","00:08:26.400","firepit",2015-05-13 01:00:00,15:05:00,2015-05-13 01:00:00,15:40:00,2015-05-13 01:00:00,15:13:00,NA,0,0.0522,0,0.0522,0.0522,0
3741,"-","Aveiro","Santa Maria da Feira","União das freguesias de Lobão, Gião, Louredo e Guisande","40:59:48","08:29:07","fire",2015-03-10 00:00:00,18:34:00,2015-03-10 00:00:00,22:00:00,2015-03-10 00:00:00,19:10:00,NA,0,1.943,0,1.943,1.943,0
3742,"-","Guarda","Sabugal","Santo Estêvão","40:18:29.048399481668","7:8:15.3392028808594","agric_burn",2015-03-10 00:00:00,21:55:00,2015-03-10 00:00:00,22:50:00,2015-03-10 00:00:00,22:06:00,NA,0,0.5,0,0.5,0.5,0
3743,"Ribatejo e Oeste","Santarém","Almeirim","Raposa","39:8:35.7359999999926","8:36:50.3639999999977","firepit",2015-04-02 01:00:00,13:54:00,2015-04-02 01:00:00,16:45:00,2015-04-02 01:00:00,14:05:00,NA,0,0.795,0,0.795,0.795,0
3744,"-","Aveiro","Santa Maria da Feira","União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo","40:55:03","08:33:51","firepit",2015-04-02 01:00:00,14:49:00,2015-04-02 01:00:00,15:53:00,2015-04-02 01:00:00,15:07:00,NA,0,0.195,0,0.195,0.195,0
3745,"Entre Douro e Minho","Braga","Celorico de Basto","Agilde","41:21:50.2451999999971''","8:7:16.9283999999986''","firepit",2015-04-02 01:00:00,16:12:00,2015-04-02 01:00:00,19:20:00,2015-04-02 01:00:00,16:35:00,NA,0.06,0,0,0.06,0.06,1
3746,"Trás-os-Montes","Bragança","Vinhais","Vila Verde","41:50:42.4571999999927''","6:57:54.7955999999988''","fire",2015-04-02 01:00:00,17:31:00,2015-04-02 01:00:00,19:28:00,2015-04-02 01:00:00,18:10:00,NA,0,18.21,0,18.21,18.21,0
3747,"Ribatejo e Oeste","Leiria","Caldas da Rainha","Santa Catarina","39:28:25.924800000011''","9:3:55.2708''","agriculture",2015-04-21 01:00:00,18:28:00,2015-04-21 01:00:00,20:55:00,2015-04-21 01:00:00,19:00:00,NA,0,0,0.05,0,0.05,0
3748,"Beira Interior","Guarda","Fornos de Algodres","Infias","40:36:50.6200000000058","7:33:47.0700000000014","agric_burn",2015-04-20 01:00:00,17:10:00,2015-04-20 01:00:00,18:10:00,2015-04-20 01:00:00,17:20:00,NA,0,0.005,0,0.005,0.005,0
3749,"Ribatejo e Oeste","Santarém","Alcanena","Minde","39:31:43.3559999999881","8:41:29.3999999999984","agriculture",2015-04-21 01:00:00,13:50:00,2015-04-21 01:00:00,15:55:00,2015-04-21 01:00:00,13:53:00,NA,0,0,0.0399,0,0.0399,0
3750,"Beira Litoral","Viseu","Viseu","Silgueiros","40:33:59.5584000000014''","7:57:14.6916000000014''","firepit",2015-06-07 01:00:00,13:06:00,2015-06-07 01:00:00,14:19:00,2015-06-07 01:00:00,13:20:00,NA,0,0.01,0,0.01,0.01,0
3751,"-","Viana do Castelo","Viana do Castelo","União das freguesias de Nogueira, Meixedo e Vilar de Murteda","41:46:21","08:41:47","fire",2015-03-15 00:00:00,23:17:00,2015-03-16 00:00:00,03:46:00,2015-03-15 00:00:00,23:17:00,NA,3.211,0,0,3.211,3.211,1
3752,"Trás-os-Montes","Vila Real","Montalegre","Outeiro","41:47:20","07:56:47","firepit",2015-03-16 00:00:00,11:38:00,2015-03-16 00:00:00,14:30:00,2015-03-16 00:00:00,12:10:00,NA,0,0.5,0,0.5,0.5,0
3753,"-","Santarém","Torres Novas","União das freguesias de Olaia e Paço","39:30:33","08:29:24","firepit",2015-03-16 00:00:00,12:04:00,2015-03-16 00:00:00,13:10:00,2015-03-16 00:00:00,12:17:00,NA,0,0.0474,0,0.0474,0.0474,0
3754,"Entre Douro e Minho","Viana Do Castelo","Valença","Boivão","42:0:41.3964000000021''","8:32:6.51840000000263''","firepit",2015-03-16 00:00:00,13:20:00,2015-03-16 00:00:00,14:40:00,2015-03-16 00:00:00,13:35:00,NA,0.5,0.481,0,0.981,0.981,1
3755,"Entre Douro e Minho","Braga","Vila Verde","Vila de Prado","41:36:17.8488000000124''","8:27:57.4379999999972''","fire",2015-03-16 00:00:00,14:55:00,2015-03-16 00:00:00,17:00:00,2015-03-16 00:00:00,15:12:00,NA,0,1,0,1,1,0
3756,"-","Aveiro","Oliveira de Azeméis","União das freguesias de Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail","40:51:00","08:30:41","firepit",2015-03-13 00:00:00,15:24:00,2015-03-13 00:00:00,18:50:00,2015-03-13 00:00:00,15:37:00,NA,0.35,0,0,0.35,0.35,0
3757,"-","Guarda","Pinhel","Gouveias","40:39:21.9900000000086","7:7:46.4200000000005","fire",2015-03-13 00:00:00,19:42:00,2015-03-14 00:00:00,02:00:00,2015-03-13 00:00:00,19:52:00,NA,0,5,0,5,5,0
3758,"-","Viana do Castelo","Monção","União das freguesias de Anhões e Luzio","42:04:51","08:21:57","fire",2015-03-13 00:00:00,21:12:00,2015-03-14 00:00:00,03:30:00,2015-03-13 00:00:00,21:45:00,NA,0.5,2,0,2.5,2.5,0
3759,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Bravães","41:47:27.5855999999993''","8:26:53.6136''","firepit",2015-03-14 00:00:00,02:21:00,2015-03-14 00:00:00,03:03:00,2015-03-14 00:00:00,02:30:00,NA,0,0.001,0,0.001,0.001,1
3760,"-","Vila Real","Vila Real","União das freguesias de Adoufe e Vilarinho de Samardã","41:20:03","07:43:27","firepit",2015-03-14 00:00:00,10:30:00,2015-03-14 00:00:00,11:49:00,2015-03-14 00:00:00,10:49:00,NA,0,0.07,0,0.07,0.07,0
3761,"-","Braga","Celorico de Basto","União das freguesias de Caçarilhe e Infesta","41:28:21","08:02:10","firepit",2015-03-14 00:00:00,10:57:00,2015-03-14 00:00:00,13:12:00,2015-03-14 00:00:00,11:15:00,NA,0.5,0,0,0.5,0.5,0
3762,"-","Vila Real","Montalegre","Meixedo","41:49:57","07:44:19","fire",2015-03-14 00:00:00,14:01:00,2015-03-14 00:00:00,16:35:00,2015-03-14 00:00:00,14:15:00,NA,0,1.5,0,1.5,1.5,0
3763,"Alentejo","Beja","Ferreira do Alentejo","Odivelas","00:38:07.590","00:08:11.990","agriculture",2015-05-11 01:00:00,17:41:00,2015-05-11 01:00:00,19:25:00,2015-05-11 01:00:00,18:08:00,NA,0,0,2.2531,0,2.2531,0
3764,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Lavradas","41:46:59.0844000000027''","8:27:53.7840000000013''","firepit",2015-03-17 00:00:00,16:50:00,2015-03-17 00:00:00,18:24:00,2015-03-17 00:00:00,17:00:00,NA,0.5,0,0,0.5,0.5,1
3765,"Trás-os-Montes","Bragança","Miranda do Douro","Miranda do Douro","41:32:24.6840000000094''","6:14:27.4488''","fire",2015-03-17 00:00:00,19:45:00,2015-03-17 00:00:00,21:45:00,2015-03-17 00:00:00,20:05:00,NA,0,2.01,0,2.01,2.01,0
3766,"Alentejo","Setúbal","Sines","Porto Covo","37:49:50.7180000000125''","8:46:34.985999999998''","firepit",2015-04-22 01:00:00,16:44:00,2015-04-22 01:00:00,18:52:00,2015-04-22 01:00:00,17:12:00,NA,0,0.403,0,0.403,0.403,0
3767,"-","Santarém","Tomar","Junceira","00:39:37.008","00:08:19.812","firepit",2015-04-22 01:00:00,18:05:00,2015-04-22 01:00:00,19:04:00,2015-04-22 01:00:00,18:18:00,NA,0,0.035,0,0.035,0.035,0
3768,"Algarve","Faro","São Brás de Alportel","São Brás de Alportel","00:37:08.500","00:07:55","firepit",2015-04-29 01:00:00,14:10:00,2015-04-29 01:00:00,15:20:00,2015-04-29 01:00:00,14:31:00,NA,0,0.0093,0,0.0093,0.0093,0
3769,"Ribatejo e Oeste","Santarém","Santarém","Alcanede","39:25:31.5120000000093","8:49:6.81599999999904","firepit",2015-04-30 01:00:00,14:10:00,2015-04-30 01:00:00,15:04:00,2015-04-30 01:00:00,14:20:00,NA,0,0.0246,0,0.0246,0.0246,0
3770,"Beira Interior","Castelo Branco","Castelo Branco","Santo André das Tojeiras","39:49:3.69479999999442''","7:41:45.2327999999989''","firepit",2015-06-05 01:00:00,13:47:00,2015-06-05 01:00:00,15:35:00,2015-06-05 01:00:00,14:09:00,NA,0,0.005,0,0.005,0.005,0
3771,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vilela","41:54:59.4576000000052''","8:25:43.5503999999973''","fire",2015-06-05 01:00:00,22:56:00,2015-06-05 01:00:00,23:52:00,2015-06-05 01:00:00,23:05:00,NA,1.5,0,0,1.5,1.5,0
3772,"-","Guarda","Sabugal","Sabugal","40:20:39.0600000000006","7:1:22.2500000000009","fire",2015-02-25 00:00:00,13:29:00,2015-02-25 00:00:00,15:33:00,2015-02-25 00:00:00,14:03:00,NA,1.57,1,1,2.57,3.57,0
3773,"-","Bragança","Bragança","União das freguesias de Sé, Santa Maria e Meixedo","41:51:08","06:46:10","fire",2015-02-27 00:00:00,15:36:00,2015-02-27 00:00:00,17:50:00,2015-02-27 00:00:00,15:45:00,NA,0,1.078,0,1.078,1.078,0
3774,"Ribatejo e Oeste","Santarém","Ourém","Seiça","39:38:53.5559999999958''","8:32:36.8159999999978''","firepit",2015-03-05 00:00:00,13:02:00,2015-03-05 00:00:00,13:49:00,2015-03-05 00:00:00,13:15:00,NA,0,0.9893,0,0.9893,0.9893,0
3775,"Entre Douro e Minho","Viana do Castelo","Caminha","Seixas","41:53:6.04320000001167''","8:49:7.25159999999917''","firepit",2015-06-18 01:00:00,04:51:00,2015-06-18 01:00:00,06:07:00,2015-06-18 01:00:00,04:57:00,NA,0,0.12,0,0.12,0.12,1
3776,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41:57:55.4075999999884''","8:35:12.2099999999982''","agric_burn",2015-03-13 00:00:00,21:21:00,2015-03-13 00:00:00,23:00:00,2015-03-13 00:00:00,21:35:00,NA,0,0.8,0,0.8,0.8,0
3777,"Entre Douro e Minho","Porto","Baião","Baião (Santa Leocádia)","41:6:32.1191999999991''","8:5:35.9592000000021''","fire",2015-03-13 00:00:00,17:25:00,2015-03-13 00:00:00,20:40:00,2015-03-13 00:00:00,17:45:00,NA,0,3.41,0,3.41,3.41,0
3778,"Beira Interior","Castelo Branco","Fundão","Fatela","40:8:54.0384000000057''","7:24:36.7271999999998''","firepit",2015-05-11 01:00:00,16:08:00,2015-05-11 01:00:00,19:45:00,2015-05-11 01:00:00,16:58:00,NA,0.0641,0,0,0.0641,0.0641,0
3779,"-","Santarém","Santarém","São Nicolau","00:39:14.755","00:08:41.072","agriculture",2015-05-12 01:00:00,16:17:00,2015-05-12 01:00:00,17:08:00,2015-05-12 01:00:00,16:22:00,NA,0,0,0.1197,0,0.1197,0
3780,"Ribatejo e Oeste","Santarém","Ourém","Nossa Senhora Misericórdias","00:39:39.268","00:08:35.932","firepit",2015-05-13 01:00:00,17:09:00,2015-05-13 01:00:00,19:03:00,2015-05-13 01:00:00,17:14:00,NA,0,0.1554,0,0.1554,0.1554,1
3781,"Ribatejo e Oeste","Leiria","Alcobaça","Alcobaça","39:32:49.7471999999891''","8:59:5.50319999999886''","agriculture",2015-05-14 01:00:00,15:38:00,2015-05-14 01:00:00,16:09:00,2015-05-14 01:00:00,15:47:00,NA,0,0,0.005,0,0.005,0
3782,"Entre Douro e Minho","Porto","Felgueiras","Idães","41:20:19.2696000000097''","8:15:0.777599999999978''","firepit",2015-06-05 01:00:00,19:18:00,2015-06-05 01:00:00,20:40:00,2015-06-05 01:00:00,19:20:00,NA,0.5,0,0,0.5,0.5,0
3783,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:53:35.833200000003''","8:15:43.3079999999975''","firepit",2015-06-05 01:00:00,13:47:00,2015-06-05 01:00:00,14:49:00,2015-06-05 01:00:00,14:01:00,NA,0,0.01,0,0.01,0.01,0
3784,"Trás-os-Montes","Vila Real","Chaves","Vale de Anta","41:43:54","07:30:05","agric_burn",2015-06-06 01:00:00,12:22:00,2015-06-06 01:00:00,13:35:00,2015-06-06 01:00:00,12:40:00,NA,0,0.01,0,0.01,0.01,0
3785,"Entre Douro e Minho","Porto","Paredes","Louredo","41:14:15.7848000000035''","8:20:13.5996000000006''","firepit",2015-03-20 00:00:00,19:37:00,2015-03-20 00:00:00,20:40:00,2015-03-20 00:00:00,19:50:00,NA,0,0.01,0,0.01,0.01,0
3786,"Entre Douro e Minho","Viana do Castelo","Monção","Cambeses","42:2:12.8004000000078''","8:28:47.1071999999982''","firepit",2015-03-21 00:00:00,10:50:00,2015-03-21 00:00:00,13:00:00,2015-03-21 00:00:00,10:55:00,NA,0.1,0,0,0.1,0.1,0
3787,"-","Viana do Castelo","Monção","União das freguesias de Anhões e Luzio","41:59:04","08:27:26","fire",2015-04-06 01:00:00,14:35:00,2015-04-06 01:00:00,22:30:00,2015-04-06 01:00:00,15:20:00,NA,0,19,0,19,19,0
3788,"Beira Litoral","Aveiro","Águeda","Préstimo","40:37:34.6692000000036''","8:20:23.8416000000029''","firepit",2015-05-29 01:00:00,20:09:00,2015-05-30 01:00:00,00:05:00,2015-05-29 01:00:00,20:45:00,NA,0.04,0,0,0.04,0.04,0
3789,"Entre Douro e Minho","Porto","Paredes","Gandra","41:10:37.7832000000097''","8:24:16.3800000000015''","firepit",2015-05-30 01:00:00,00:55:00,2015-05-30 01:00:00,02:00:00,2015-05-30 01:00:00,00:59:00,NA,0.15,0,0,0.15,0.15,0
3790,"-","Viseu","Resende","União das freguesias de Felgueiras e Feirão","41:08:02","07:52:15","firepit",2015-01-25 00:00:00,17:47:00,2015-01-25 00:00:00,18:35:00,2015-01-25 00:00:00,18:04:00,NA,0,0.05,0,0.05,0.05,0
3791,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","38:59:6.5399999999903''","7:4:5.54520000000046''","agriculture",2015-01-29 00:00:00,16:47:00,2015-01-29 00:00:00,17:32:00,2015-01-29 00:00:00,16:59:00,NA,0,0,0.0296,0,0.0296,0
3792,"Ribatejo e Oeste","Santarém","Ferreira do Zêzere","Igreja Nova do Sobral","39:40:35.8500000000049''","8:18:41.0867999999998''","firepit",2015-03-21 00:00:00,15:54:00,2015-03-21 00:00:00,18:16:00,2015-03-21 00:00:00,16:15:00,NA,0,0.7805,0,0.7805,0.7805,0
3793,"Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41:59:59.5932000000039''","8:36:4.60799999999693''","agric_burn",2015-03-21 00:00:00,17:06:00,2015-03-21 00:00:00,18:15:00,2015-03-21 00:00:00,17:17:00,NA,1.34,1.341,0,2.681,2.681,0
3794,"Alentejo","Portalegre","Elvas","São Brás e São Lourenço","38:52:19.3908000000039''","7:13:26.9040000000008''","agriculture",2015-05-20 01:00:00,19:12:00,2015-05-20 01:00:00,20:09:00,2015-05-20 01:00:00,19:25:00,NA,0,0,0.02,0,0.02,0
3795,"Alentejo","Évora","Évora","Torre de Coelheiros","00:38:25","00:07:48","agriculture",2015-05-21 01:00:00,15:00:00,2015-05-21 01:00:00,16:30:00,2015-05-21 01:00:00,15:28:00,NA,0,0,26.83,0,26.83,0
3796,"Entre Douro e Minho","Aveiro","Castelo de Paiva","Bairros","41:1:37.7219999999903''","8:14:37.3595999999976''","firepit",2015-05-21 01:00:00,17:36:00,2015-05-21 01:00:00,20:30:00,2015-05-21 01:00:00,17:55:00,NA,0,0.023,0,0.023,0.023,0
3797,"Beira Litoral","Viseu","Carregal do Sal","Oliveira do Conde","40:27:35.3592000000094''","8:0:33.5772000000027''","agric_burn",2015-05-19 01:00:00,12:45:00,2015-05-19 01:00:00,13:45:00,2015-05-19 01:00:00,12:55:00,NA,0,0.01,0,0.01,0.01,0
3798,"Entre Douro e Minho","Porto","Penafiel","Santa Marta","41:12:55.3320000000002''","8:15:17.5500000000007''","firepit",2015-05-19 01:00:00,16:30:00,2015-05-19 01:00:00,18:10:00,2015-05-19 01:00:00,16:36:00,NA,0,0.08,0,0.08,0.08,0
3799,"Ribatejo e Oeste","Santarém","Ourém","Caxarias","39:43:00","08:31:00","firepit",2015-06-12 01:00:00,22:12:00,2015-06-12 01:00:00,23:00:00,2015-06-12 01:00:00,22:17:00,NA,0,0.0223,0,0.0223,0.0223,1
3800,"Alentejo","Beja","Moura","São João Baptista","00:38:08.600","00:07:27.200","agriculture",2015-06-14 01:00:00,15:50:00,2015-06-14 01:00:00,16:43:00,2015-06-14 01:00:00,16:00:00,NA,0,0,0.021,0,0.021,1
3801,"Algarve","Faro","Portimão","Mexilhoeira Grande","00:37:12.650","00:08:35.850","agriculture",2015-06-17 01:00:00,10:36:00,2015-06-17 01:00:00,12:42:00,2015-06-17 01:00:00,10:49:00,NA,0,0,0.32,0,0.32,0
3802,"Beira Litoral","Viseu","Nelas","Aguieira","40:31:35","07:55:18","firepit",2015-03-27 00:00:00,17:19:00,2015-03-27 00:00:00,18:51:00,2015-03-27 00:00:00,17:37:00,NA,0.01,0,0,0.01,0.01,0
3803,"Trás-os-Montes","Vila Real","Boticas","Granja","41:41:20.5800000000062","7:38:32.7899999999997","firepit",2015-03-28 00:00:00,12:44:00,2015-03-28 00:00:00,15:14:00,2015-03-28 00:00:00,12:58:00,NA,0,0.1,0,0.1,0.1,0
3804,"Trás-os-Montes","Vila Real","Chaves","Mairos","41:49:19","07:21:16","fire",2015-03-28 00:00:00,12:35:00,2015-03-28 00:00:00,16:25:00,2015-03-28 00:00:00,13:38:00,NA,0,1,0,1,1,0
3805,"Entre Douro e Minho","Viseu","Cinfães","Tendais","41:0:49.1976000000022''","8:3:12.5315999999988''","fire",2015-03-28 00:00:00,16:22:00,2015-03-28 00:00:00,23:01:00,2015-03-28 00:00:00,16:54:00,NA,0,4.5,0,4.5,4.5,1
3806,"-","Viseu","Moimenta da Beira","União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz","40:55:19","07:38:20","fire",2015-03-29 00:00:00,12:45:00,2015-03-29 00:00:00,16:10:00,2015-03-29 00:00:00,12:57:00,NA,0,6.31,0,6.31,6.31,0
3807,"-","Aveiro","Santa Maria da Feira","União das freguesias de Canedo, Vale e Vila Maior","41:00:27","08:27:48","firepit",2015-03-29 00:00:00,15:54:00,2015-03-29 00:00:00,17:20:00,2015-03-29 00:00:00,16:08:00,NA,0,0.9402,0,0.9402,0.9402,0
3808,"Entre Douro e Minho","Braga","Celorico de Basto","Arnoia","41:21:55.785600000001''","8:0:48.877199999999''","firepit",2015-05-24 01:00:00,17:35:00,2015-05-24 01:00:00,19:00:00,2015-05-24 01:00:00,17:45:00,NA,0,0.01,0,0.01,0.01,0
3809,"Ribatejo e Oeste","Santarém","Benavente","Benavente","00:38:59.390","00:08:46.930","agriculture",2015-05-23 01:00:00,22:46:00,2015-05-24 01:00:00,01:11:00,2015-05-23 01:00:00,22:59:00,NA,0,0,2.2966,0,2.2966,1
3810,"Entre Douro e Minho","Porto","Póvoa de Varzim","Terroso","41:25:2.57880000000341''","8:44:4.9487999999981''","firepit",2015-05-25 01:00:00,12:55:00,2015-05-25 01:00:00,14:45:00,2015-05-25 01:00:00,13:10:00,NA,0,0.3,0,0.3,0.3,0
3811,"Beira Litoral","Leiria","Porto de Mós","Mira de Aire","39:33:21.5820000000105''","8:44:0.913199999999961''","agriculture",2015-02-09 00:00:00,16:06:00,2015-02-09 00:00:00,17:55:00,2015-02-09 00:00:00,16:08:00,NA,0,0,0.2,0,0.2,0
3812,"Entre Douro e Minho","Viana Do Castelo","Ponte Da Barca","Vila Chã (São João Baptista)","41:47:29.3064000000032''","8:19:19.29''","fire",2015-02-10 00:00:00,13:26:00,2015-02-10 00:00:00,17:05:00,2015-02-10 00:00:00,13:35:00,NA,0.6,1,0,1.6,1.6,0
3813,"Entre Douro e Minho","Porto","Penafiel","Boelhe","41:7:20.5607999999916''","8:14:25.2960000000029''","firepit",2015-04-12 01:00:00,20:50:00,2015-04-12 01:00:00,23:10:00,2015-04-12 01:00:00,21:10:00,NA,0,0.03,0,0.03,0.03,0
3814,"-","Vila Real","Boticas","Dornelas","41:38:56.6000000000014","7:52:56.4400000000003","fire",2015-03-11 00:00:00,12:30:00,2015-03-11 00:00:00,17:07:00,2015-03-11 00:00:00,13:35:00,NA,0,5,0,5,5,0
3815,"Trás-os-Montes","Viseu","Lamego","Pretarouca","41:1:37.1280000000064''","7:54:25.9667999999986''","firepit",2015-03-11 00:00:00,20:34:00,2015-03-11 00:00:00,22:33:00,2015-03-11 00:00:00,21:06:00,NA,0,0.15,0,0.15,0.15,0
3816,"-","Coimbra","Figueira da Foz","Quiaios","40:03:09","08:47:24","agriculture",2015-03-11 00:00:00,15:59:00,2015-03-11 00:00:00,17:00:00,2015-03-11 00:00:00,16:09:00,NA,0,0,0.3,0,0.3,0
3817,"Trás-os-Montes","Viseu","Penedono","Penela da Beira","41:2:35.1636000000002''","7:26:5.99999999999859''","firepit",2015-03-11 00:00:00,17:34:00,2015-03-11 00:00:00,18:19:00,2015-03-11 00:00:00,17:42:00,NA,0,0.08,0,0.08,0.08,0
3818,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41:53:35.833200000003''","8:15:43.3079999999975''","firepit",2015-03-11 00:00:00,19:34:00,2015-03-11 00:00:00,21:17:00,2015-03-11 00:00:00,20:00:00,NA,0,0.1,0,0.1,0.1,1
3819,"Beira Litoral","Leiria","Batalha","Batalha","39:39:27.5687999999923''","8:52:6.82679999999991''","firepit",2015-04-19 01:00:00,14:15:00,2015-04-19 01:00:00,16:45:00,2015-04-19 01:00:00,14:20:00,NA,0.2,0,0,0.2,0.2,1
3820,"Trás-os-Montes","Bragança","Torre de Moncorvo","Cabeça Boa","41:12:1.86119999999221''","7:9:50.0688000000006''","firepit",2015-03-28 00:00:00,20:11:00,2015-03-28 00:00:00,21:41:00,2015-03-28 00:00:00,20:15:00,NA,0,0.003,0,0.003,0.003,0
3821,"Beira Litoral","Viseu","Mangualde","Várzea de Tavares","40:36:22.8599999999966''","7:36:0.882000000000502''","fire",2015-03-05 00:00:00,13:05:00,2015-03-05 00:00:00,14:30:00,2015-03-05 00:00:00,13:08:00,NA,1.21,0.47,0,1.68,1.68,0
3822,"-","Viseu","Castro Daire","União das freguesias de Mezio e Moura Morta","40:59:01","07:53:21","firepit",2015-03-06 00:00:00,20:56:00,2015-03-06 00:00:00,22:46:00,NA,NA,NA,0,0.05,0,0.05,0.05,0
3823,"Ribatejo e Oeste","Santarém","Alcanena","Alcanena","39:26:35.3400000000102","8:40:52.1760000000008","agriculture",2015-03-29 00:00:00,21:07:00,2015-03-29 00:00:00,21:47:00,NA,NA,NA,0,0,0.0621,0,0.0621,0
3824,"-","Braga","Cabeceiras de Basto","União das freguesias de Refojos de Basto, Outeiro e Painzela","41:30:48","07:58:59","firepit",2015-03-20 00:00:00,21:54:00,2015-03-20 00:00:00,22:50:00,2015-03-20 00:00:00,21:58:00,NA,0,0.01,0,0.01,0.01,1
3825,"Entre Douro e Minho","Viana do Castelo","Monção","Cambeses","42:3:20.9376000000003''","8:28:21.3852''","firepit",2015-03-21 00:00:00,11:16:00,2015-03-21 00:00:00,12:45:00,2015-03-21 00:00:00,11:20:00,NA,0,0.03,0,0.03,0.03,0
3826,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Vilela, São Cosme e São Damião e Sá","41:57:28","08:15:07","fire",2015-03-21 00:00:00,17:08:00,2015-03-21 00:00:00,18:58:00,2015-03-21 00:00:00,17:20:00,NA,0,2,0,2,2,0
3827,"Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41:59:59.5932000000039''","8:36:4.60799999999693''","firepit",2015-03-21 00:00:00,22:39:00,2015-03-21 00:00:00,23:15:00,2015-03-21 00:00:00,22:55:00,NA,0,0.2,0,0.2,0.2,0
3828,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41:54:45.5507999999958''","8:28:40.3356000000014''","firepit",2015-03-22 00:00:00,13:34:00,2015-03-22 00:00:00,14:20:00,2015-03-22 00:00:00,13:40:00,NA,0,0.01,0,0.01,0.01,1
3829,"Entre Douro e Minho","Viana do Castelo","Valença","Sanfins","42:1:48.7596000000048''","8:35:13.8732000000005''","fire",2015-03-22 00:00:00,14:19:00,2015-03-22 00:00:00,17:40:00,2015-03-22 00:00:00,14:40:00,NA,2.5,1.517,0,4.017,4.017,1
3830,"Algarve","Faro","Loulé","Quarteira","00:37:05.430","00:08:04.270","firepit",2015-05-17 01:00:00,13:46:00,2015-05-17 01:00:00,14:33:00,2015-05-17 01:00:00,13:58:00,NA,0,5e-04,0,5e-04,5e-04,0
3831,"Ribatejo e Oeste","Lisboa","Loures","Loures","38:49:16.3164''","9:11:57.6276000000016''","agriculture",2015-02-19 00:00:00,13:07:00,2015-02-19 00:00:00,13:52:00,2015-02-19 00:00:00,13:28:00,NA,0,0,0.001,0,0.001,0
3832,"Alentejo","Évora","Mora","Cabeção","38:58:14.0000000000026","8:4:43.9999999999996","agric_burn",2015-02-17 00:00:00,12:12:00,2015-02-17 00:00:00,13:25:00,NA,NA,NA,0,0,0.68,0,0.68,0
3833,"Ribatejo e Oeste","Leiria","Peniche","Atouguia da Baleia","39:19:13.5372000000081''","9:17:9.00600000000182''","agriculture",2015-02-20 00:00:00,13:47:00,2015-02-20 00:00:00,16:00:00,2015-02-20 00:00:00,14:10:00,NA,0,0,0.01,0,0.01,0
3834,"-","Castelo Branco","Fundão","Escarigo","40:14:50","07:17:28","firepit",2015-02-21 00:00:00,16:24:00,2015-02-21 00:00:00,18:20:00,2015-02-21 00:00:00,16:35:00,NA,0.139,0,0,0.139,0.139,0
3835,"-","Guarda","Sabugal","Sabugal","40:20:20.9199999999953","7:4:18.710000000001","firepit",2015-02-22 00:00:00,14:20:00,2015-02-22 00:00:00,15:25:00,2015-02-22 00:00:00,14:30:00,NA,0.58,0.3,0,0.88,0.88,0
3836,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41:45:27.7596000000017''","8:27:29.1887999999975''","firepit",2015-04-04 01:00:00,23:57:00,2015-04-05 01:00:00,02:40:00,2015-04-05 01:00:00,00:13:00,NA,0.02,0.23,0,0.25,0.25,1
